Sample counting table for 90 days with 1000 emails added daily:

('date', 'domain', 'number of occurences')
('20141006', 'nHmVvtbKMXohwn', 1)
('20141006', 'corrupted', 598)
('20141006', 'HNsXSiBaol.com', 1)
('20141006', 'cFMCSDEWGHfJiMaol.com', 1)
('20141006', 'IJSdavpboWaWaol.com', 1)
('20141006', 'live.com', 59)
('20141006', 'OA', 1)
('20141006', 'mEkaol.com', 1)
('20141006', 'mail.ru', 65)
('20141006', 'mRiHUOeaol.com', 1)
('20141006', 'faol.com', 1)
('20141006', 'BEo', 1)
('20141006', 'nBxzrDoGTIJ', 1)
('20141006', 'bBhmUqKaol.com', 1)
('20141006', 'Vbaol.com', 1)
('20141006', 'B', 1)
('20141006', 'hotmail.com', 57)
('20141006', 'O', 1)
('20141006', 'gmail.com', 65)
('20141006', 'yahoo.com', 71)
('20141006', 'aol.com', 1)
('20141006', 'PaNWpF', 1)
('20141006', 'gmx.de', 68)
('20141006', 'SNZFudgi', 1)
('20141007', 'fMaol.com', 1)
('20141007', 'corrupted', 579)
('20141007', 'zj', 1)
('20141007', 'PmXoASRllhaol.com', 1)
('20141007', 'live.com', 58)
('20141007', 'tMaol.com', 1)
('20141007', 'uJelgGaol.com', 1)
('20141007', 'OSzlHZilaol.com', 1)
('20141007', 'mail.ru', 70)
('20141007', 'Aaol.com', 1)
('20141007', 'faol.com', 1)
('20141007', 'uyYEhjcMO', 1)
('20141007', 'VOhjUOA', 1)
('20141007', 'SIaol.com', 1)
('20141007', 'wCo', 1)
('20141007', 'UFGMHcojbkUN', 1)
('20141007', 'ZKgBLIu', 1)
('20141007', 'Iy', 1)
('20141007', 'Rpaol.com', 1)
('20141007', 'hotmail.com', 73)
('20141007', 'ArSPaol.com', 1)
('20141007', 'gmail.com', 64)
('20141007', 'lKSrAIfyxD', 1)
('20141007', 'CGkZXmZyExaol.com', 1)
('20141007', 'vTZdIaol.com', 1)
('20141007', 'yahoo.com', 64)
('20141007', 'sMHgnaol.com', 1)
('20141007', 'aol.com', 1)
('20141007', 'uPcIaol.com', 1)
('20141007', 'gmx.de', 68)
('20141007', 'Vlv', 1)
('20141008', 'yahoo.com', 72)
('20141008', 'HmKhJqvtaol.com', 1)
('20141008', 'Dm', 1)
('20141008', 'YrMczhoVdjaol.com', 1)
('20141008', 'corrupted', 569)
('20141008', 'hotmail.com', 66)
('20141008', 'mRLFRGLGaol.com', 1)
('20141008', 'live.com', 76)
('20141008', 'M', 1)
('20141008', 'aol.com', 3)
('20141008', 's', 1)
('20141008', 'twzQUXhl', 1)
('20141008', 'PsNTSaol.com', 1)
('20141008', 'gmail.com', 74)
('20141008', 'mail.ru', 64)
('20141008', 'PudsQSnVaol.com', 1)
('20141008', 'gmx.de', 63)
('20141008', 'YgCaol.com', 1)
('20141008', 'eNaol.com', 1)
('20141008', 'neXeJxQaol.com', 1)
('20141008', 'EqrDEiagbRvjnsaol.com', 1)
('20141009', 'tZ', 1)
('20141009', 'corrupted', 570)
('20141009', 'yaol.com', 1)
('20141009', 'live.com', 70)
('20141009', 'wIK', 1)
('20141009', 'BMzRUEIr', 1)
('20141009', 'aol.com', 1)
('20141009', 'uDPmgpLkHz', 1)
('20141009', 'mail.ru', 73)
('20141009', 'POcQx', 1)
('20141009', 'fDE', 1)
('20141009', 'fLZBPmaol.com', 1)
('20141009', 'hotmail.com', 61)
('20141009', 'ImAYAnYqHDAQaol.com', 1)
('20141009', 'O', 1)
('20141009', 'EUxsqO', 1)
('20141009', 'gmail.com', 65)
('20141009', 'RkYaol.com', 1)
('20141009', 'Or', 1)
('20141009', 'yahoo.com', 67)
('20141009', 'QQdnhFelgwuHRk', 1)
('20141009', 'wttv', 1)
('20141009', 'VfFT', 1)
('20141009', 'DVDkaol.com', 1)
('20141009', 'iQaol.com', 1)
('20141009', 'gmx.de', 75)
('20141010', 'UQIZcaol.com', 1)
('20141010', 'corrupted', 584)
('20141010', 'live.com', 67)
('20141010', 'EDMno', 1)
('20141010', 'jWaol.com', 1)
('20141010', 'mail.ru', 58)
('20141010', 'bJvbpMWNRaDZWaol.com', 1)
('20141010', 'mGb', 1)
('20141010', 'ptJbhkgGww', 1)
('20141010', 'BhCJOaol.com', 1)
('20141010', 'hotmail.com', 79)
('20141010', 'Qqbsyb', 1)
('20141010', 'HwSVgQfvyraol.com', 1)
('20141010', 'XFaaol.com', 1)
('20141010', 'agaol.com', 1)
('20141010', 'gmail.com', 64)
('20141010', 'CwMdaol.com', 1)
('20141010', 'yahoo.com', 66)
('20141010', 'zEvcyqPi', 1)
('20141010', 'FpApseOqaol.com', 1)
('20141010', 'ejKlarwL', 1)
('20141010', 'XtPFpE', 1)
('20141010', 'lJVknphiIVW', 1)
('20141010', 'ICvdqAk', 1)
('20141010', 'aol.com', 1)
('20141010', 'gmx.de', 62)
('20141010', 'Ejto', 1)
('20141011', 'mlGhflgCtNq', 1)
('20141011', 'corrupted', 587)
('20141011', 'GKwxdD', 1)
('20141011', 'live.com', 52)
('20141011', 'lQaol.com', 1)
('20141011', 'yqCaebFOmPMrnTTyaol.com', 1)
('20141011', 'mail.ru', 75)
('20141011', 'yjLjaol.com', 1)
('20141011', 'wzkvPNAOa', 1)
('20141011', 'Taol.com', 1)
('20141011', 'JtEpFluStoJlnfCUaol.com', 1)
('20141011', 'xZ', 1)
('20141011', 'Haol.com', 1)
('20141011', 'mweIHjreRm', 1)
('20141011', 'hotmail.com', 67)
('20141011', 'gmail.com', 59)
('20141011', 'RcbyhAfSKHQaol.com', 1)
('20141011', 'yahoo.com', 54)
('20141011', 'qr', 1)
('20141011', 'GwB', 1)
('20141011', 'bzLoeifHnpOaol.com', 1)
('20141011', 'pkMYraol.com', 1)
('20141011', 'gmx.de', 89)
('20141011', 'LnMBpepNaol.com', 1)
('20141012', 'yahoo.com', 61)
('20141012', 'NacIqZ', 1)
('20141012', 'EHZRenW', 1)
('20141012', 'corrupted', 607)
('20141012', 'hotmail.com', 72)
('20141012', 'pURj', 1)
('20141012', 'live.com', 53)
('20141012', 'qaol.com', 1)
('20141012', 'Axaol.com', 1)
('20141012', 'OMJXAdftdKAVL', 1)
('20141012', 'QQBxk', 1)
('20141012', 'yDbkqiPK', 1)
('20141012', 'aol.com', 3)
('20141012', 'gmail.com', 63)
('20141012', 'mail.ru', 64)
('20141012', 'BpXJybvaol.com', 1)
('20141012', 'gmx.de', 65)
('20141012', 'TxzwxvXakqaol.com', 1)
('20141012', 'zdXoEWCQ', 1)
('20141012', 'Xw', 1)
('20141013', 'yahoo.com', 66)
('20141013', 'yRzBrLsFhVk', 1)
('20141013', 'nUeraCNxaol.com', 1)
('20141013', 'corrupted', 599)
('20141013', 'hotmail.com', 76)
('20141013', 'rwKZPwnWb', 1)
('20141013', 'OpzF', 1)
('20141013', 'pYvGiR', 1)
('20141013', 'live.com', 53)
('20141013', 'vXAZPEojvyLcevhs', 1)
('20141013', 'BNfUNaol.com', 1)
('20141013', 'zMdRlDOlSuEorzEZaol.com', 1)
('20141013', 'UxqXtPmaol.com', 1)
('20141013', 'sRv', 1)
('20141013', 'gmail.com', 58)
('20141013', 'mail.ru', 65)
('20141013', 'gmx.de', 69)
('20141013', 'SzDJqRQsv', 1)
('20141013', 'GGrItOa', 1)
('20141013', 'KbXI', 1)
('20141013', 'nXvhBXJaol.com', 1)
('20141014', 'fUt', 1)
('20141014', 'corrupted', 586)
('20141014', 'BhYaol.com', 1)
('20141014', 'lFXZnxBEJPfDZZ', 1)
('20141014', 'EEHxBaol.com', 1)
('20141014', 'gaSkpXIeozhfp', 1)
('20141014', 'live.com', 68)
('20141014', 'QIvC', 1)
('20141014', 'mail.ru', 50)
('20141014', 'sVqqXKDBaol.com', 1)
('20141014', 'zZJFNzIobktlQDiaol.com', 1)
('20141014', 'khpVfcXuwZzK', 1)
('20141014', 'eyOdAxLb', 1)
('20141014', 'QPfxU', 1)
('20141014', 'kxEz', 1)
('20141014', 'WhrVqszCfyJViZ', 1)
('20141014', 'hotmail.com', 76)
('20141014', 'gmail.com', 61)
('20141014', 'HeOUVjBQP', 1)
('20141014', 'UTyqEmaol.com', 1)
('20141014', 'yxDuYE', 1)
('20141014', 'yahoo.com', 72)
('20141014', 'aol.com', 1)
('20141014', 'afhIHaXHHTD', 1)
('20141014', 'gmx.de', 68)
('20141014', 'MpjMVhHBqgoI', 1)
('20141015', 'corrupted', 585)
('20141015', 'Caol.com', 1)
('20141015', 'PRb', 1)
('20141015', 'live.com', 62)
('20141015', 'cahgIcrvgVsWUy', 1)
('20141015', 'TfbhlPRb', 1)
('20141015', 'Ojaol.com', 1)
('20141015', 'go', 1)
('20141015', 'mail.ru', 66)
('20141015', 'rNk', 1)
('20141015', 'vSxicoAtaol.com', 1)
('20141015', 'TXcDbrsCA', 1)
('20141015', 'EtSQ', 1)
('20141015', 'XuPsDaol.com', 1)
('20141015', 'mGEiBaMAHWl', 1)
('20141015', 'QKRHW', 1)
('20141015', 'jFLiOlHcSFkDaol.com', 1)
('20141015', 'hotmail.com', 61)
('20141015', 'qUbptSdaol.com', 1)
('20141015', 'rlCV', 1)
('20141015', 'gmail.com', 75)
('20141015', 'yahoo.com', 62)
('20141015', 'QpeygGGmXXyywaol.com', 1)
('20141015', 'pnFeKuNDXaol.com', 1)
('20141015', 'SacyGUdg', 1)
('20141015', 'yEqJZdNriUXaol.com', 1)
('20141015', 'aol.com', 1)
('20141015', 'r', 1)
('20141015', 'v', 1)
('20141015', 'gmx.de', 66)
('20141016', 'corrupted', 593)
('20141016', 'live.com', 80)
('20141016', 'JXXnGaol.com', 1)
('20141016', 'GDAIKPUjZzaol.com', 1)
('20141016', 'UIWU', 1)
('20141016', 'rUeYIfzTXFmwlAaol.com', 1)
('20141016', 'mail.ru', 75)
('20141016', 'msC', 1)
('20141016', 'Puaol.com', 1)
('20141016', 'fMIaol.com', 1)
('20141016', 'zfoaol.com', 1)
('20141016', 'yxUnsWaol.com', 1)
('20141016', 'kc', 1)
('20141016', 'tSTxKOTV', 1)
('20141016', 'hotmail.com', 55)
('20141016', 'Raaol.com', 1)
('20141016', 'MMcHXCWWl', 1)
('20141016', 'gmail.com', 56)
('20141016', 'fgQeUTrCkTQaol.com', 1)
('20141016', 'kLSfEiXaQ', 1)
('20141016', 'yahoo.com', 67)
('20141016', 'XpNFati', 1)
('20141016', 'LoFkpMj', 1)
('20141016', 'gmx.de', 57)
('20141017', 'VAhg', 1)
('20141017', 'Qrxocaol.com', 1)
('20141017', 'corrupted', 585)
('20141017', 'WAtQkiweenEoecV', 1)
('20141017', 'live.com', 68)
('20141017', 'Kaol.com', 1)
('20141017', 'ELqn', 1)
('20141017', 'Daol.com', 1)
('20141017', 'mail.ru', 68)
('20141017', 'Oaol.com', 1)
('20141017', 'NBFefMTdxDaol.com', 1)
('20141017', 'hotmail.com', 72)
('20141017', 'exmfaol.com', 1)
('20141017', 'raol.com', 1)
('20141017', 'WWiOFvOoYQwyFR', 1)
('20141017', 'gmail.com', 57)
('20141017', 'FqGooUCGTKkFaol.com', 1)
('20141017', 'ASDfzugjCphCbzUBaol.com', 1)
('20141017', 'yahoo.com', 74)
('20141017', 'BmLZsKPaol.com', 1)
('20141017', 'gmx.de', 61)
('20141017', 'ijVP', 1)
('20141018', 'cyhdfspMMaol.com', 1)
('20141018', 'UNkoHrWlELyorzr', 1)
('20141018', 'corrupted', 593)
('20141018', 'WHroxY', 1)
('20141018', 'live.com', 71)
('20141018', 'dKRaoZTaol.com', 1)
('20141018', 'rfnuXtEeaol.com', 1)
('20141018', 'mail.ru', 59)
('20141018', 'hwtnMpDaol.com', 1)
('20141018', 'JtQmNYCaobxfiIaol.com', 1)
('20141018', 'LPFmIqstaol.com', 1)
('20141018', 'NqMV', 1)
('20141018', 'nkhsyGLXezJaol.com', 1)
('20141018', 'amgDaol.com', 1)
('20141018', 'FVQEpAqHuSvpr', 1)
('20141018', 'ugJLdCFxKMBaol.com', 1)
('20141018', 'qJHizHKaol.com', 1)
('20141018', 'hotmail.com', 61)
('20141018', 'gmail.com', 61)
('20141018', 'XFaol.com', 1)
('20141018', 'yahoo.com', 70)
('20141018', 'pukMugSXlaol.com', 1)
('20141018', 'aol.com', 1)
('20141018', 'RrpWaol.com', 1)
('20141018', 'gmx.de', 66)
('20141018', 'ptZRbk', 1)
('20141019', 'EBjsfuzstZNCj', 1)
('20141019', 'corrupted', 584)
('20141019', 'live.com', 70)
('20141019', 'uBqaSOKTugaol.com', 1)
('20141019', 'mail.ru', 65)
('20141019', 'cIaaol.com', 1)
('20141019', 'GSMBNxeGaol.com', 1)
('20141019', 'lJwIc', 1)
('20141019', 'ymcGIDh', 1)
('20141019', 'POVPljlS', 1)
('20141019', 'hotmail.com', 61)
('20141019', 'ZZtwaol.com', 1)
('20141019', 'gmail.com', 77)
('20141019', 'X', 1)
('20141019', 'enMSfZpA', 1)
('20141019', 'yahoo.com', 68)
('20141019', 'nosKFkaol.com', 1)
('20141019', 'h', 1)
('20141019', 'QmRWjTdWzq', 1)
('20141019', 'HSqKL', 1)
('20141019', 'gmx.de', 60)
('20141019', 'AJKoysFwZIcGDrBQL', 1)
('20141020', 'eaol.com', 1)
('20141020', 'corrupted', 590)
('20141020', 'live.com', 61)
('20141020', 'VIaol.com', 1)
('20141020', 'mail.ru', 68)
('20141020', 'Raol.com', 1)
('20141020', 'SgCdltjIcwqocg', 1)
('20141020', 'VYaol.com', 1)
('20141020', 'aUfIPtC', 1)
('20141020', 'GW', 1)
('20141020', 'D', 1)
('20141020', 'hotmail.com', 71)
('20141020', 'veUdQkbHqcKhjaol.com', 1)
('20141020', 'eBnhnlaol.com', 1)
('20141020', 'gmail.com', 70)
('20141020', 'gmx.de', 62)
('20141020', 'mNRzWHrOUtaol.com', 1)
('20141020', 'yahoo.com', 63)
('20141020', 'kdXMagWLtDwF', 1)
('20141020', 'PqBSKKhWMaol.com', 1)
('20141020', 'r', 1)
('20141020', 'x', 1)
('20141021', 'corrupted', 585)
('20141021', 'live.com', 60)
('20141021', 'pPPjXRMaol.com', 1)
('20141021', 'mail.ru', 66)
('20141021', 'maol.com', 1)
('20141021', 'cjT', 1)
('20141021', 'Bldk', 1)
('20141021', 'quwaifuEFaol.com', 1)
('20141021', 'tLNaSiZeJLu', 1)
('20141021', 'hxSW', 1)
('20141021', 'nbwoHFaol.com', 1)
('20141021', 'UTZulFKPTBGX', 1)
('20141021', 'gfrPsPyoDraol.com', 1)
('20141021', 'Puz', 1)
('20141021', 'fbZPoZaol.com', 1)
('20141021', 'NCsaol.com', 1)
('20141021', 'TRkFZSqK', 1)
('20141021', 'PynvwPqapnMjZaol.com', 1)
('20141021', 'SxDruuZSdRKjQaaol.com', 1)
('20141021', 'ZOFIZBPyNaol.com', 1)
('20141021', 'hotmail.com', 59)
('20141021', 'FSIZRvaol.com', 1)
('20141021', 'JIaol.com', 1)
('20141021', 'XaGoMtXruaJn', 1)
('20141021', 'gmail.com', 65)
('20141021', 'ZT', 1)
('20141021', 'ptnFEHYFRBeaol.com', 1)
('20141021', 'yahoo.com', 64)
('20141021', 'oclaol.com', 1)
('20141021', 'kqmYARznlJaol.com', 1)
('20141021', 'Ppi', 1)
('20141021', 'aol.com', 2)
('20141021', 'Jzaol.com', 1)
('20141021', 'gmx.de', 73)
('20141022', 'GfoMJ', 1)
('20141022', 'corrupted', 568)
('20141022', 'QSSlTaol.com', 1)
('20141022', 'live.com', 73)
('20141022', 'fRkaol.com', 1)
('20141022', 'eMwtsnOVQQffgnBaol.com', 1)
('20141022', 'pB', 1)
('20141022', 'Hnre', 1)
('20141022', 'mail.ru', 71)
('20141022', 'SjieTVyAO', 1)
('20141022', 'vEybXdHaol.com', 1)
('20141022', 'WKVxuCq', 1)
('20141022', 'paol.com', 1)
('20141022', 'IVmDMDbHo', 1)
('20141022', 'Byaol.com', 1)
('20141022', 'hotmail.com', 67)
('20141022', 'BukTNWfn', 1)
('20141022', 'NLnebRzHl', 1)
('20141022', 'UufSOvn', 1)
('20141022', 'ZISWPqenoRaol.com', 1)
('20141022', 'OGsraol.com', 1)
('20141022', 'qAMnnlJ', 1)
('20141022', 'T', 1)
('20141022', 'gmail.com', 54)
('20141022', 'orvIuGxW', 1)
('20141022', 'NcW', 1)
('20141022', 'EHnaol.com', 1)
('20141022', 'yahoo.com', 73)
('20141022', 'fKbNAnEbAIv', 1)
('20141022', 'y', 1)
('20141022', 'gmx.de', 69)
('20141022', 'tWiaol.com', 1)
('20141023', 'corrupted', 589)
('20141023', 'live.com', 55)
('20141023', 'mgZjZUaol.com', 1)
('20141023', 'wCVjWtg', 1)
('20141023', 'dhaol.com', 1)
('20141023', 'mail.ru', 61)
('20141023', 'YVimiivaol.com', 1)
('20141023', 'zNQyJ', 1)
('20141023', 'Vaol.com', 1)
('20141023', 'JJWQxoViVuiQaol.com', 1)
('20141023', 'fHOtNnNxwFmaol.com', 1)
('20141023', 'hotmail.com', 64)
('20141023', 'TPJ', 1)
('20141023', 'AOfL', 1)
('20141023', 'JqUaSgeo', 1)
('20141023', 'gmail.com', 76)
('20141023', 'yahoo.com', 66)
('20141023', 'EkMigHCixohSWbaol.com', 1)
('20141023', 'anReN', 1)
('20141023', 'aol.com', 1)
('20141023', 'Wky', 1)
('20141023', 'MjBULNLdglXUQaol.com', 1)
('20141023', 'y', 1)
('20141023', 'gmx.de', 70)
('20141023', 'kEIVs', 1)
('20141023', 'QMvwXYsicqNR', 1)
('20141024', 'corrupted', 571)
('20141024', 'Waol.com', 1)
('20141024', 'sFeaol.com', 1)
('20141024', 'gmail.com', 64)
('20141024', 'UYFdNNqkTaol.com', 1)
('20141024', 'Gaol.com', 1)
('20141024', 'mail.ru', 74)
('20141024', 'nTB', 1)
('20141024', 'Sjaol.com', 1)
('20141024', 'JTfLSK', 1)
('20141024', 'YDThWfr', 1)
('20141024', 'live.com', 70)
('20141024', 'UcdIjWvViiA', 1)
('20141024', 'hotmail.com', 70)
('20141024', 'lqeEaRzGQPD', 1)
('20141024', 'raol.com', 1)
('20141024', 'MSmjJzRfTc', 1)
('20141024', 'R', 1)
('20141024', 'WOaol.com', 1)
('20141024', 'gmx.de', 58)
('20141024', 'yahoo.com', 74)
('20141024', 'tEd', 1)
('20141024', 'aol.com', 1)
('20141024', 'xUQFLSaol.com', 1)
('20141024', 'w', 1)
('20141024', 'CIiQB', 1)
('20141025', 'corrupted', 594)
('20141025', 'live.com', 60)
('20141025', 'FDOVyh', 1)
('20141025', 'DLaol.com', 1)
('20141025', 'IIUJfxaol.com', 1)
('20141025', 'mail.ru', 68)
('20141025', 'dXaol.com', 1)
('20141025', 'pjaol.com', 1)
('20141025', 'jNEtIjeeEvFyclaol.com', 1)
('20141025', 'VeplCVOaol.com', 1)
('20141025', 'WEaol.com', 1)
('20141025', 'B', 1)
('20141025', 'hotmail.com', 63)
('20141025', 'pSOpxvLuCfxCrVaol.com', 1)
('20141025', 'gmail.com', 67)
('20141025', 'KoPtEns', 1)
('20141025', 'yahoo.com', 66)
('20141025', 'z', 1)
('20141025', 'lmSBaol.com', 1)
('20141025', 'TPWFUtaol.com', 1)
('20141025', 'aol.com', 1)
('20141025', 'VrsDQehYiyLknuaol.com', 1)
('20141025', 'ObogiCbWcdHaol.com', 1)
('20141025', 'gmx.de', 64)
('20141025', 'naol.com', 1)
('20141026', 'corrupted', 588)
('20141026', 'live.com', 63)
('20141026', 'laol.com', 1)
('20141026', 'mail.ru', 69)
('20141026', 'UTZkKaaol.com', 1)
('20141026', 'nwqaamdmuREA', 1)
('20141026', 'hkBXqfxzrInVusUNtaol.com', 1)
('20141026', 'iogPY', 1)
('20141026', 'YRQaol.com', 1)
('20141026', 'hotmail.com', 64)
('20141026', 'ZhygbRwJE', 1)
('20141026', 'UajhYFr', 1)
('20141026', 'xGzpGaol.com', 1)
('20141026', 'gmail.com', 74)
('20141026', 'Gxaol.com', 1)
('20141026', 'yahoo.com', 65)
('20141026', 'RhQOjZqtHxBzcYnaol.com', 1)
('20141026', 'yB', 1)
('20141026', 'aol.com', 2)
('20141026', 'iRavzaKrVUcMlmaol.com', 1)
('20141026', 'FcjgCNfcwDdaol.com', 1)
('20141026', 'gmx.de', 60)
('20141026', 'mgAfOvEaol.com', 1)
('20141027', 'yahoo.com', 70)
('20141027', 'faol.com', 1)
('20141027', 'XQEaol.com', 1)
('20141027', 'corrupted', 552)
('20141027', 'hotmail.com', 75)
('20141027', 'aNUz', 1)
('20141027', 'pDJMAaol.com', 1)
('20141027', 'ZZvsldKrOaol.com', 1)
('20141027', 'live.com', 69)
('20141027', 'nfirGKB', 1)
('20141027', 'Ar', 1)
('20141027', 'aol.com', 1)
('20141027', 'WqcoZgicmZzIAgaol.com', 1)
('20141027', 'OIgutAdtitNWYXQSoaol.com', 1)
('20141027', 'daol.com', 1)
('20141027', 'gmail.com', 74)
('20141027', 'gmx.de', 68)
('20141027', 'mail.ru', 78)
('20141027', 'uCOSThKeCo', 1)
('20141027', 'aaol.com', 1)
('20141027', 'dVlGXWTMVjaol.com', 1)
('20141028', 'IZhoPaol.com', 1)
('20141028', 'corrupted', 584)
('20141028', 'live.com', 57)
('20141028', 'EzVraol.com', 1)
('20141028', 'mail.ru', 66)
('20141028', 'CnVnaol.com', 1)
('20141028', 'nQKsJnobaol.com', 1)
('20141028', 'HGaol.com', 1)
('20141028', 'iiDq', 1)
('20141028', 'vEewkNjBaol.com', 1)
('20141028', 'RibTTAd', 1)
('20141028', 'JYqTyXXXat', 1)
('20141028', 'hkz', 1)
('20141028', 'hotmail.com', 68)
('20141028', 'hUlB', 1)
('20141028', 'NtDuJLZaol.com', 1)
('20141028', 'dfuZWXaol.com', 1)
('20141028', 'gmail.com', 64)
('20141028', 'KSRaol.com', 1)
('20141028', 'aHYZcdmFoIMBzenaol.com', 1)
('20141028', 'JaCrwwHyw', 1)
('20141028', 'yahoo.com', 71)
('20141028', 'UeHBCnC', 1)
('20141028', 'f', 1)
('20141028', 'eNpU', 1)
('20141028', 'acQ', 1)
('20141028', 'EWbSl', 1)
('20141028', 'lJX', 1)
('20141028', 'OZjWaaol.com', 1)
('20141028', 'gmx.de', 66)
('20141028', 'pqkwwCulSerMs', 1)
('20141029', 'corrupted', 613)
('20141029', 'iBgRhUpxNyUaol.com', 1)
('20141029', 'live.com', 71)
('20141029', 'Xdaol.com', 1)
('20141029', 'swxfMuMhlOaol.com', 1)
('20141029', 'INFnBNLVKTvHaol.com', 1)
('20141029', 'lR', 1)
('20141029', 'DFBqRtpxg', 1)
('20141029', 'mail.ru', 48)
('20141029', 'rECzssFOltuaol.com', 1)
('20141029', 'wynzVxGfOj', 1)
('20141029', 'BUDCk', 1)
('20141029', 'YPehmIeCHyYCaol.com', 1)
('20141029', 'AKmaol.com', 1)
('20141029', 'xc', 1)
('20141029', 'LJ', 1)
('20141029', 'hotmail.com', 67)
('20141029', 'K', 1)
('20141029', 'gmail.com', 60)
('20141029', 'sqaol.com', 1)
('20141029', 'bFcdWRaol.com', 1)
('20141029', 'wYEYRPgJaol.com', 1)
('20141029', 'vbjDJLpFhuacX', 1)
('20141029', 'yahoo.com', 56)
('20141029', 'CKAbaol.com', 1)
('20141029', 'l', 1)
('20141029', 'aol.com', 2)
('20141029', 'FfxG', 1)
('20141029', 'PFQ', 1)
('20141029', 'YiMSxfWeSTxDNaol.com', 1)
('20141029', 'NuqJhlBMZRFaol.com', 1)
('20141029', 'gmx.de', 58)
('20141029', 'mEWhAOuaol.com', 1)
('20141030', 'corrupted', 587)
('20141030', 'live.com', 64)
('20141030', 'BXlQqoaol.com', 1)
('20141030', 'MSOzkzEk', 1)
('20141030', 'mail.ru', 65)
('20141030', 'xu', 1)
('20141030', 'QaYpokOtGsraol.com', 1)
('20141030', 'nqBBhnBiQ', 1)
('20141030', 'ebJp', 1)
('20141030', 'aiHAVOveafaol.com', 1)
('20141030', 'emcXobqMaol.com', 1)
('20141030', 'PxZ', 1)
('20141030', 'hotmail.com', 69)
('20141030', 'Sw', 1)
('20141030', 'mLlBTtkXWkLGREsLaol.com', 1)
('20141030', 'gmail.com', 68)
('20141030', 'AsFAaol.com', 1)
('20141030', 'GX', 1)
('20141030', 'yahoo.com', 73)
('20141030', 'FQycsuourmI', 1)
('20141030', 'aol.com', 1)
('20141030', 'CIjGMQEnMPkuwaol.com', 1)
('20141030', 'gmx.de', 58)
('20141031', 'corrupted', 599)
('20141031', 'Waol.com', 1)
('20141031', 'live.com', 75)
('20141031', 'LpezjUMGaol.com', 1)
('20141031', 'mail.ru', 63)
('20141031', 'taol.com', 1)
('20141031', 'EuxIMLx', 1)
('20141031', 'zPaol.com', 1)
('20141031', 'Hn', 1)
('20141031', 'LGYPdUwqfsQiaol.com', 1)
('20141031', 'hotmail.com', 59)
('20141031', 'I', 1)
('20141031', 'erdkWkpnaol.com', 1)
('20141031', 'gmail.com', 67)
('20141031', 'OtJaol.com', 1)
('20141031', 'yahoo.com', 55)
('20141031', 'gPiYem', 1)
('20141031', 'mlDCBaol.com', 1)
('20141031', 'XzQjrMenEjfRGaol.com', 1)
('20141031', 'aol.com', 1)
('20141031', 'bHCPBaol.com', 1)
('20141031', 'gmx.de', 65)
('20141031', 'Eaaol.com', 1)
('20141031', 'TcgjGRjFsFyjBHVyaol.com', 1)
('20141101', 'corrupted', 561)
('20141101', 'live.com', 71)
('20141101', 'NzgmRWzyKoraol.com', 1)
('20141101', 'mail.ru', 72)
('20141101', 'iHiWGPjGecaol.com', 1)
('20141101', 'zop', 1)
('20141101', 'IAPoYe', 1)
('20141101', 'cCndWtaol.com', 1)
('20141101', 'fFkKloeesbgaol.com', 1)
('20141101', 'ukqSZq', 1)
('20141101', 'hotmail.com', 69)
('20141101', 'F', 1)
('20141101', 'gmail.com', 66)
('20141101', 'tTAfoTY', 1)
('20141101', 'yahoo.com', 73)
('20141101', 'd', 1)
('20141101', 'qOIaol.com', 1)
('20141101', 'aol.com', 2)
('20141101', 'FGLTRKRaol.com', 1)
('20141101', 'LvCaol.com', 1)
('20141101', 'gmx.de', 71)
('20141101', 'gnaol.com', 1)
('20141101', 'eWU', 1)
('20141102', 'vIBCbUIgORRSGx', 1)
('20141102', 'corrupted', 591)
('20141102', 'live.com', 78)
('20141102', 'aiPKxiaol.com', 1)
('20141102', 'XEMuaol.com', 1)
('20141102', 'kDbDTZPaol.com', 1)
('20141102', 'mail.ru', 61)
('20141102', 'FzShoojk', 1)
('20141102', 'Rq', 1)
('20141102', 'faol.com', 1)
('20141102', 'PwndPLRP', 1)
('20141102', 'anpnNsvb', 1)
('20141102', 'LX', 1)
('20141102', 'qP', 1)
('20141102', 'D', 1)
('20141102', 'hotmail.com', 65)
('20141102', 'JygZpWMD', 1)
('20141102', 'Oc', 1)
('20141102', 'gryepIEaol.com', 1)
('20141102', 'gmail.com', 58)
('20141102', 'wosRttZBjwuOaol.com', 1)
('20141102', 'bBDaol.com', 1)
('20141102', 'yahoo.com', 60)
('20141102', 'h', 1)
('20141102', 'aol.com', 2)
('20141102', 'ffPuHraol.com', 1)
('20141102', 'anLGuhQYsaol.com', 1)
('20141102', 'gmx.de', 65)
('20141103', 'corrupted', 571)
('20141103', 'MgqsKnypaol.com', 1)
('20141103', 'live.com', 75)
('20141103', 'NPgIhaol.com', 1)
('20141103', 'ROhon', 1)
('20141103', 'mail.ru', 79)
('20141103', 'NVjkJcdr', 1)
('20141103', 'paol.com', 1)
('20141103', 'HqKaol.com', 1)
('20141103', 'jaol.com', 1)
('20141103', 'aaol.com', 1)
('20141103', 'nsxBCfYWTFHpaol.com', 1)
('20141103', 'hotmail.com', 59)
('20141103', 'K', 1)
('20141103', 'J', 1)
('20141103', 'M', 1)
('20141103', 'WplmWdwaol.com', 1)
('20141103', 'AQ', 1)
